id	displayName	birthName	birthDate	birthLocation	heightCm	primaryProfessions	primaryImageUrl	biography
nm0343518	Yoram Gross	Yoram Jerzy Gross	1926-10-18	Kraków, Malopolskie, Poland		director|producer|writer	https://m.media-amazon.com/images/M/MV5BMTZiMGE1NTctZGQ2Yi00NGE5LWFmYjUtZjk2N2NmMzc1OTAxXkEyXkFqcGc@._V1_.jpg	Yoram Gross is Australia's leading animation Producer and Director. Internationally acclaimed for his films and television series, Yoram has established a world-wide reputation for the adaptation of children's characters from books and films to animation that win the hearts of children worldwide. Yoram is known as a storyteller whose distinctive, non-violent films and series possess a contemporary charm that crosses all international barriers. Yoram has a rich personal history and uses the mediums of film and television to share his life experiences. Born in Kraków to a Jewish family, Yoram endured World War II under the Nazi regime. His family was on Oskar Schindler's infamous list, but chose to make their own risky escape, moving hiding places 72 times. Yoram looks back on these times as a valuable catalyst. He has a lot to say to children and every one of his films contains a message, including loyalty, peaceful resolve and good winning over evil. Yoram first entered the film industry in 1947 in Kraków, commencing his career as an assistant to Polish directors Cenkalski and Buczowski, as well as the Dutch director Yoris Ivens. In 1950, Yoram moved from Europe to Israel, where he worked as a newsreel and documentary cameraman. He then became an independent film producer and director and began winning prizes at film festivals all over the world. Yoram now holds more than 80 international awards for his various films. In 1968 together with his wife Sandra and their young family Yoram moved to Australia. There, Yoram continued to make experimental films and produced film clips for the popular weekly television music program 'Bandstand'. That same year, Yoram and Sandra established Yoram Gross Film Studios - initially working from home and eventually expanding the company into Australia's most prolific and well-known animation production house. Yoram's films and series have been enjoyed all over the world and his audience continues to grow from day to day. In 1995 he was awarded the prestigious Order of Australia for his outstanding achievements and for his contribution to the Australian film industry.
nm8580993	David James Armsby					director|producer|writer		David James Armsby is known for Redone (2017), Autodale: The Animated Series (2017) and Merry Madness (2019).
nm1079781	Prentice Penny					director|producer|writer	https://m.media-amazon.com/images/M/MV5BMjMwNzU2OWItZDg1Ni00NDNjLTkwMjQtOWRmNWYzZGVlZGVlXkEyXkFqcGc@._V1_.jpg	Prentice Penny is known for Insecure (2016), Happy Endings (2011) and Girlfriends (2000).
nm1185098	David Heffernan					director|producer		David Heffernan is known for From a Whisper to a Scream (2000), Reverb (2005) and Curious: The Velvet Underground in Europe (1993).
nm0166671	Frank Terry	Frank Ernest Edwards	1871-05-03	Worcester, Worcestershire, England, UK		actor|miscellaneous|writer	https://m.media-amazon.com/images/M/MV5BZDhiODIwMzQtMDMzOC00OTM0LTk4MGMtODllZjg1ZmFmYWU4XkEyXkFqcGc@._V1_.jpg	"Frank Terry toured Europe and Asia on the legitimate stage professionally known as ""Nat Clifford"". He came back to America and became a comedy gag man for silent film comedies. He became somewhat notorious for an unfortunate incident that occured on August 24th, 1919 in a movie studio in Downtown Los Angeles. He inadvertingly handed over a thought-to-be dummy bomb prop to ""Harold Lloyd"". It soon exploded in his hands and Harold Lloyd then lost two fingers and a thumb from his right hand. Frank Terry later became ""Laurel and Hardy's"" comedy writer for their films in the 1920's to the middle 1930's. He also acted in some of their films in bit roles as a butler and radio voice over(""Me And My Pal""), and a safecraker (""Midnight Patrol""), etc... Around 1935, Frank Terry left films and became a missionary chaplain to a leper colony in Hawaii. He later opened a mission hall in Honolulu. Sometime in the early 1940's, Frank Terry officially retired and returned to California to live out his remaining years with his wife and two daughters (Lillian and Madeline). His wife's name was- Lillian Mary Edwards. She passed away in 1942. (mini-biography credit is given to- ""Glenn Mitchell"" from his 1995 book- ""The Laurel And Hardy Encyclopedia"".) Glenn Mitchell lives in Stratham, England, UK."
nm4921517	Lloyd Eyre-Morgan			Stockport, Greater Manchester, England, UK	178	actor|director|writer	https://m.media-amazon.com/images/M/MV5BYTcyZjY3YmItYmFjOS00OGMxLWJmOGUtZThiMTk3NTlmYzI1XkEyXkFqcGc@._V1_.jpg	Lloyd Eyre-Morgan was born in Stockport, Greater Manchester, England, UK. He is a director and writer, known for Departures (2025), EastEnders (1985) and S.A.M. (2020).
nm1338641	Sarah Colt					director|producer|writer		Sarah Colt is known for American Experience (1988), The Disrupted (2020) and God in America (2010).
nm2043863	Lance Kawas				180	director|producer|writer	https://m.media-amazon.com/images/M/MV5BMWI4ZDY3MmMtMzA1Yi00YzYzLTgwYjEtM2FjM2U3MDk5MzY4XkEyXkFqcGc@._V1_.jpg	Lance Kawas is known for Boneyard (2024), Good Thief (2021) and Silent War.
nm3519593	David Beier					director|producer|writer		David Beier is known for You Better Run (2009), The Silver Baron (2011) and There's a Shelter (2012).
nm1140801	Florian Baxmeyer		1974	Essen, Germany		assistant_director|director|writer		"Florian Baxmeyer, born in 1974 in Essen (West Germany), studied Sociology at the University of Cologne (West Germany), and has worked as an assistant director before his career starts. Since 2000, he has been attending the Film Studies Program at the University of Hamburg (North Germany). His films include the shorts ""Pas de deux"" (2000), ""Der Verkäufer"" (2000), ""Benny X"" (2001), ""Joker-Zu Fuss"" (2001), and ""Die Rote Jacke"" (2002), which won the Student Academy Award in 2003 and was nominated for the Oscar for Best Short Film - Live Action 2004. At present he works on the conversion of the most successful radio play series of Germany ""Die drei Fragezeichen und die Geisterinsel"" (German title) which will be released in 2006."
nm2149505	Jayson Thiessen					animation_department|director|producer		Jayson Thiessen is known for My Little Pony: Friendship Is Magic (2010), Pucca (2004) and Enchantimals: Spring Into Harvest Hills (2020). He is married to Jocelan Thiessen.
nm4183264	Jo-Anne Brechin					director|producer|writer	https://m.media-amazon.com/images/M/MV5BNDAyMWVlZWMtNmE4Ny00ZTZlLWJmZTYtM2M3NjEyZjYxNWU1XkEyXkFqcGc@._V1_.jpg	Jo-Anne Brechin is known for Zelos (2017), This Dog's Life (2011) and How Not to Fall in Love.
nm0728279	Nelo Risi		1920-04-21	Milan, Lombardy, Italy		director|writer	https://m.media-amazon.com/images/M/MV5BYWQxZWE3NjQtYTRhMy00NzgxLTlhNzMtN2YzMTU5ZWY1YWIwXkEyXkFqcGc@._V1_.jpg	Nelo Risi was born on 21 April 1920 in Milan, Lombardy, Italy. He was a director and writer, known for Diary of a Schizophrenic Girl (1968), Dead of Summer (1970) and La colonna infame (1973). He was married to Edith Bruck. He died on 17 September 2015 in Rome, Italy.
nm0875448	Yasuo Tsuruhashi					director|producer|writer		Yasuo Tsuruhashi is known for Black Widow Business (2016), Ai no rukeichi (2007) and Flea-picking Samurai (2018).
nm0106218	John Randolph Bray		1879-08-25	Detroit, Michigan, USA		director|producer|writer	https://m.media-amazon.com/images/M/MV5BZDg5YmFmZjItYTUxMy00N2MxLTk3ODgtMWIwMDM5YzUxZTJlXkEyXkFqcGc@._V1_.jpg	John Randolph Bray was born on 25 August 1879 in Detroit, Michigan, USA. He was a producer and director, known for Let's Talk Turkey (1936), Jewel of Asia (1937) and Wildman's Land (1937). He was married to Margaret Bray. He died on 10 October 1978 in Bridgeport, Connecticut, USA.
nm0528032	Richard Lyford	Richard Hoover Lyford	1917-10-07			director|producer|writer	https://m.media-amazon.com/images/M/MV5BMDBjYmExZWUtZTg4YS00ZmU4LWFiMTUtZTZmZDRiZTJiZmFlXkEyXkFqcGc@._V1_.jpg	"Richard Lyford was born, in Seattle, in 1917. Inspired by silent films and stage plays, Richard put on 58 plays and created 9 16mm films by the time he was 20 years old. He presented his live and filmed productions, with his own acting company, in a 50 seat basement theatre in his house. His early attempts with film, especially 16mm gained the attention of Disney. Lyford worked on Disney films, including the classics, ""Dumbo"", ""Pinocchio"" and ""Fantasia"". He pioneered hi-speed animation, special effects, and models. In WWII, he was drafted by the army and made films for the Army Air Forces. After the war, Lyford created his own films, and co-produced and directed the 1950 Academy Award-winning documentary, ""The Titan"" about Michelangelo. In 1952, he went to Saudi Arabia (the first Western film crew), and produced a number of films for the Kingdom. ""The Fly"" was a groundbreaking documentary about the prevention of the disease by the Tsetse Fly. Other Arab based documentaries were created but ran into protests due to the Middle Eastern War in 1956. Lyford continued to make films, including ""Boy With A Blindfold"" about sight restoration, narrated by Walter Pigeon. His filmmaking led him back to Disney to work in ""The Wonderful World of Color on television and many other projects. in addition to filmmaking, Lyford was very much interested in aviation. So much, that he bought a surplus training plane for his backyard. It would ""taxi"" all over the yard. Richard Lyford died in 1985."
nm0464815	Kazuya Konaka		1963-02-08	Tokyo, Japan		director|special_effects|writer		Kazuya Konaka was born on 8 February 1963 in Tokyo, Japan. He is a director and writer, known for Ultraman Nexus (2004), Sekiseki renren (2013) and Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace (1999).
nm0579917	Jacques Mény					director|producer		Jacques Mény is known for Question de temps (1977), Océaniques - Des idées des hommes des oeuvres (1987) and Une séance Méliès (1997).
nm1000987	Tayfun Güneyer	Talat Tayfun Güneyer	1971-01-04	Karsiyaka, Izmir, Turkey		director|writer		Tayfun Güneyer was born on 4 January 1971 in Karsiyaka, Izmir, Turkey. He is a writer and director, known for Yilan Hikayesi (1999), Fandom (2021) and Dedektif Memoli (2011).
nm0871735	Rob Tregenza		1950-11-14	Kansas, USA		cinematographer|director|producer		Rob Tregenza was born on 14 November 1950 in Kansas, USA. He is a producer and cinematographer, known for The Fishing Place (2024).
nm0685454	Salvatore Piscicelli		1948-01-04	Pomigliano d'Arco, Campania, Italy		director|editor|writer		Salvatore Piscicelli was born on 4 January 1948 in Pomigliano d'Arco, Campania, Italy. He was a writer and director, known for Immacolata e Concetta, l'altra gelosia (1979), Le occasioni di Rosa (1981) and Baby gang (1992). He died on 21 July 2024 in Rome, Lazio, Italy.
nm2339266	Izu Ojukwu					cinematographer|director|editor		Izu Ojukwu is known for '76 (2016), Sitanda (2006) and White Waters (2007).
nm0802741	Gianni Siragusa		1936			assistant_director|director|script_department		Gianni Siragusa was born in 1936. He is an assistant director and director, known for 4 Billion in 4 Minutes (1976), Buitres sobre la ciudad (1981) and Mia zia... 077 (1986).
nm1697311	Sean Smith					director|producer|writer		Sean Smith is known for The Unexplained Files (2013), Memories (2011) and Secrets of the Dead (2000).
nm4252203	Il Cho					actor|assistant_director|director		Il Cho is known for #Alive (2020), Jin (2011) and No Tears for the Dead (2014).
nm0006943	Charles Lamont	Charles Fred Lamont	1895-05-05	St. Petersburg, Russia	165	director|producer|writer	https://m.media-amazon.com/images/M/MV5BODFlMmFjMDEtNDc3OS00M2I1LWJkMWQtYzMzYmNlNmJmMmJmXkEyXkFqcGc@._V1_.jpg	"One of the more prolific American directors, Charles Lamont entered films as an actor in 1919 and became a director in 1922. He churned out numerous one- and two-reel comedies for various producers, including Mack Sennett and Al Christie, and began directing features in the mid-'30s. Lamont was a staple of such independent studios as Chesterfield and Republic, for whom he turned out many action, western and comedy films, but he found his niche at Universal in the late 1930s, and directed several comedies for Universal's top comedy team of Bud Abbott and Lou Costello, including one of their best, Hit the Ice (1943). Lamont also handled a number of Universal's Yvonne De Carlo Technicolor adventure extravaganzas, and helmed many entries in the studio's successful ""Ma and Pa Kettle"" series."
